order_id,customer_id,product_name,category,quantity,unit_price,total_amount,discount_rate,final_amount,order_date,region,sales_rep,is_priority,status
ORD-000576,CUST-0169,Processor Intel,Audio,9,1659.72,14937.48,0.087,13637.92,2024-07-27,North America,Henry Taylor,0,cancelled
ORD-000577,CUST-0096,Router WiFi,Computers,9,1263.11,11367.99,0.041,10901.9,2024-02-27,Asia Pacific,Alice Johnson,0,pending
ORD-000578,CUST-0315,Graphics Card,Electronics,5,1522.83,7614.15,0.153,6449.19,2024-03-12,Asia Pacific,David Wilson,1,pending
ORD-000579,CUST-0347,Gaming Mouse,Audio,8,213.89,1711.12,0.059,1610.16,2024-07-24,Asia Pacific,Ivy Wang,0,delivered
ORD-000580,CUST-0348,Hard Drive 1TB,Gaming,1,1228.11,1228.11,0.179,1008.28,2024-01-19,Europe,Alice Johnson,0,cancelled
ORD-000581,CUST-0413,Monitor 4K,Audio,8,536.92,4295.36,0.02,4209.45,2024-01-07,North America,Jack Anderson,0,delivered
ORD-000582,CUST-0128,Tablet Ultra,Computers,5,163.16,815.8,0.158,686.9,2024-02-07,North America,Carol Davis,1,shipped
ORD-000583,CUST-0075,Processor Intel,Audio,6,1920.6,11523.6,0.199,9230.4,2024-04-13,North America,Frank Miller,1,shipped
ORD-000584,CUST-0432,Router WiFi,Gaming,5,750.55,3752.75,0.163,3141.05,2024-04-14,Europe,Frank Miller,1,pending
ORD-000585,CUST-0014,Smart Watch,Computers,3,452.29,1356.87,0.132,1177.76,2024-12-31,Latin America,Jack Anderson,1,cancelled
ORD-000586,CUST-0179,Processor Intel,Computers,4,334.12,1336.48,0.075,1236.24,2024-04-03,Middle East,Carol Davis,0,cancelled
ORD-000587,CUST-0417,Router WiFi,Audio,9,1307.51,11767.59,0.069,10955.63,2024-03-08,Europe,Eve Brown,1,cancelled
ORD-000588,CUST-0320,Speaker Bluetooth,Audio,1,132.5,132.5,0.154,112.09,2024-11-04,Asia Pacific,Henry Taylor,1,cancelled
ORD-000589,CUST-0440,Graphics Card,Gaming,10,1135.34,11353.4,0.014,11194.45,2024-07-12,Latin America,Carol Davis,1,pending
ORD-000590,CUST-0282,Graphics Card,Computers,8,719.8,5758.4,0.071,5349.55,2024-06-25,Middle East,Jack Anderson,0,pending
ORD-000591,CUST-0402,Smart Watch,Accessories,6,1527.51,9165.06,0.03,8890.11,2024-10-11,Asia Pacific,Bob Smith,0,shipped
ORD-000592,CUST-0184,SSD 500GB,Accessories,5,690.33,3451.65,0.075,3192.78,2024-11-12,Latin America,Bob Smith,0,processing
ORD-000593,CUST-0304,SSD 500GB,Computers,4,1528.88,6115.52,0.136,5283.81,2024-12-22,Europe,David Wilson,1,pending
ORD-000594,CUST-0272,Webcam HD,Accessories,10,593.79,5937.9,0.023,5801.33,2024-12-27,Latin America,Bob Smith,1,cancelled
ORD-000595,CUST-0317,Smart Watch,Accessories,9,1992.22,17929.98,0.101,16119.05,2024-07-03,Middle East,Henry Taylor,0,shipped
ORD-000596,CUST-0378,Speaker Bluetooth,Electronics,9,104.84,943.56,0.026,919.03,2024-09-14,Asia Pacific,Henry Taylor,0,cancelled
ORD-000597,CUST-0211,Graphics Card,Accessories,9,1922.38,17301.42,0.02,16955.39,2024-06-02,Europe,Frank Miller,0,delivered
ORD-000598,CUST-0388,Speaker Bluetooth,Computers,1,947.55,947.55,0.042,907.75,2024-08-17,North America,Bob Smith,0,delivered
ORD-000599,CUST-0209,Speaker Bluetooth,Audio,3,379.25,1137.75,0.179,934.09,2024-03-05,Asia Pacific,Bob Smith,1,cancelled
ORD-000600,CUST-0114,Router WiFi,Audio,9,1750.37,15753.33,0.13,13705.4,2024-07-21,Middle East,Jack Anderson,1,shipped
ORD-000601,CUST-0349,Wireless Headphones,Gaming,3,170.49,511.47,0.058,481.8,2024-08-29,Middle East,Eve Brown,1,cancelled
ORD-000602,CUST-0026,Tablet Ultra,Gaming,5,173.36,866.8,0.183,708.18,2024-10-14,North America,Eve Brown,0,shipped
ORD-000603,CUST-0091,Smart Watch,Electronics,6,620.15,3720.9,0.108,3319.04,2024-11-15,Middle East,Eve Brown,1,pending
ORD-000604,CUST-0490,Tablet Ultra,Accessories,10,1073.05,10730.5,0.165,8959.97,2024-03-02,Asia Pacific,Henry Taylor,0,shipped
ORD-000605,CUST-0004,Monitor 4K,Audio,5,1470.83,7354.15,0.084,6736.4,2024-05-24,North America,Frank Miller,1,cancelled
ORD-000606,CUST-0082,Monitor 4K,Electronics,10,517.82,5178.2,0.112,4598.24,2024-08-04,North America,Ivy Wang,1,delivered
ORD-000607,CUST-0092,Keyboard Mechanical,Audio,4,117.95,471.8,0.16,396.31,2024-07-10,Latin America,Carol Davis,0,delivered
ORD-000608,CUST-0106,Keyboard Mechanical,Accessories,8,1389.54,11116.32,0.189,9015.34,2024-09-21,Asia Pacific,Henry Taylor,0,cancelled
ORD-000609,CUST-0094,Tablet Ultra,Computers,2,1502.65,3005.3,0.155,2539.48,2024-10-09,North America,Carol Davis,1,delivered
ORD-000610,CUST-0492,Gaming Mouse,Computers,9,1972.04,17748.36,0.108,15831.54,2024-10-25,North America,Grace Chen,0,processing
ORD-000611,CUST-0286,Hard Drive 1TB,Electronics,2,1291.21,2582.42,0.023,2523.02,2024-12-11,Europe,Ivy Wang,1,processing
ORD-000612,CUST-0010,Webcam HD,Accessories,7,1813.57,12694.99,0.123,11133.51,2024-10-26,Asia Pacific,Frank Miller,0,delivered
ORD-000613,CUST-0257,Graphics Card,Electronics,8,1155.41,9243.28,0.196,7431.6,2024-05-31,North America,Carol Davis,1,shipped
ORD-000614,CUST-0166,Smartphone X,Gaming,1,1355.81,1355.81,0.115,1199.89,2024-11-14,North America,Ivy Wang,0,processing
ORD-000615,CUST-0282,Smart Watch,Computers,4,1212.3,4849.2,0.154,4102.42,2024-05-17,North America,Alice Johnson,1,shipped
ORD-000616,CUST-0144,Tablet Ultra,Computers,9,248.76,2238.84,0.164,1871.67,2024-10-08,Asia Pacific,David Wilson,0,pending
ORD-000617,CUST-0259,Smartphone X,Computers,1,649.1,649.1,0.03,629.63,2024-08-22,Latin America,Ivy Wang,0,cancelled
ORD-000618,CUST-0169,"Laptop Pro 15""",Audio,5,632.12,3160.6,0.118,2787.65,2024-01-19,Latin America,Frank Miller,0,pending
ORD-000619,CUST-0093,Wireless Headphones,Computers,6,847.82,5086.92,0.017,5000.44,2024-04-30,Europe,Grace Chen,0,delivered
ORD-000620,CUST-0245,Graphics Card,Computers,8,489.0,3912.0,0.07,3638.16,2024-04-24,North America,Ivy Wang,1,cancelled
ORD-000621,CUST-0352,Speaker Bluetooth,Audio,4,494.7,1978.8,0.057,1866.01,2024-10-09,Asia Pacific,Jack Anderson,1,shipped
ORD-000622,CUST-0059,Graphics Card,Audio,4,441.78,1767.12,0.162,1480.85,2024-05-24,Asia Pacific,Carol Davis,1,cancelled
ORD-000623,CUST-0498,Tablet Ultra,Audio,2,1732.53,3465.06,0.031,3357.64,2024-01-22,Middle East,Eve Brown,0,pending
ORD-000624,CUST-0043,Wireless Headphones,Computers,7,703.13,4921.91,0.093,4464.17,2024-08-09,Europe,Eve Brown,0,pending
ORD-000625,CUST-0097,Smartphone X,Gaming,3,1626.79,4880.37,0.131,4241.04,2024-04-30,North America,Alice Johnson,1,processing
ORD-000626,CUST-0029,SSD 500GB,Accessories,9,1928.19,17353.71,0.061,16295.13,2024-10-23,Asia Pacific,Eve Brown,1,processing
ORD-000627,CUST-0145,Keyboard Mechanical,Gaming,6,1812.29,10873.74,0.119,9579.76,2024-08-07,Middle East,Ivy Wang,1,delivered
ORD-000628,CUST-0383,Webcam HD,Accessories,9,1958.51,17626.59,0.115,15599.53,2024-08-12,Europe,Jack Anderson,0,shipped
ORD-000629,CUST-0217,Router WiFi,Gaming,5,574.93,2874.65,0.028,2794.16,2024-03-03,Europe,Carol Davis,0,delivered
ORD-000630,CUST-0467,Smartphone X,Computers,8,978.15,7825.2,0.039,7520.02,2024-09-25,Latin America,Jack Anderson,0,delivered
ORD-000631,CUST-0137,Gaming Mouse,Computers,2,1516.79,3033.58,0.134,2627.08,2024-02-21,Asia Pacific,Grace Chen,1,delivered
ORD-000632,CUST-0422,Hard Drive 1TB,Audio,5,1923.61,9618.05,0.122,8444.65,2024-01-09,Asia Pacific,Jack Anderson,1,delivered
ORD-000633,CUST-0011,Webcam HD,Electronics,8,1046.0,8368.0,0.109,7455.89,2024-04-22,Europe,Alice Johnson,1,cancelled
ORD-000634,CUST-0398,Smart Watch,Electronics,6,239.51,1437.06,0.111,1277.55,2024-12-12,Latin America,Eve Brown,1,delivered
ORD-000635,CUST-0208,Smartphone X,Audio,1,292.35,292.35,0.013,288.55,2024-07-17,Middle East,Henry Taylor,0,shipped
ORD-000636,CUST-0055,Speaker Bluetooth,Gaming,10,1400.58,14005.8,0.039,13459.57,2024-12-16,Asia Pacific,Bob Smith,1,delivered
ORD-000637,CUST-0113,Wireless Headphones,Electronics,9,1013.84,9124.56,0.003,9097.19,2024-02-21,Asia Pacific,Bob Smith,0,processing
ORD-000638,CUST-0092,SSD 500GB,Computers,6,86.4,518.4,0.115,458.78,2024-11-22,Europe,David Wilson,0,cancelled
ORD-000639,CUST-0235,Webcam HD,Computers,5,1042.8,5214.0,0.098,4703.03,2024-11-14,Asia Pacific,David Wilson,1,shipped
ORD-000640,CUST-0215,Speaker Bluetooth,Accessories,6,1178.62,7071.72,0.121,6216.04,2024-08-24,Middle East,Carol Davis,1,delivered
ORD-000641,CUST-0310,Processor Intel,Accessories,8,256.72,2053.76,0.191,1661.49,2024-07-28,Middle East,Eve Brown,1,cancelled
ORD-000642,CUST-0376,Keyboard Mechanical,Accessories,7,1449.64,10147.48,0.143,8696.39,2024-03-26,Middle East,Ivy Wang,1,shipped
ORD-000643,CUST-0088,Speaker Bluetooth,Audio,10,160.25,1602.5,0.08,1474.3,2024-08-26,Asia Pacific,Alice Johnson,0,processing
ORD-000644,CUST-0394,Gaming Mouse,Audio,10,830.0,8300.0,0.045,7926.5,2024-09-01,Latin America,David Wilson,1,pending
ORD-000645,CUST-0132,Webcam HD,Electronics,5,714.92,3574.6,0.183,2920.45,2024-10-25,North America,Henry Taylor,0,delivered
ORD-000646,CUST-0224,Smart Watch,Audio,7,432.11,3024.77,0.186,2462.16,2024-02-10,Europe,Carol Davis,0,shipped
ORD-000647,CUST-0184,"Laptop Pro 15""",Electronics,3,1955.12,5865.36,0.167,4885.84,2024-09-15,Middle East,Henry Taylor,0,pending
ORD-000648,CUST-0378,Tablet Ultra,Audio,8,403.83,3230.64,0.027,3143.41,2024-02-13,North America,Bob Smith,0,delivered
ORD-000649,CUST-0064,Monitor 4K,Audio,1,989.33,989.33,0.001,988.34,2024-12-19,Asia Pacific,Henry Taylor,0,delivered
ORD-000650,CUST-0292,Webcam HD,Computers,7,508.71,3560.97,0.049,3386.48,2024-03-05,North America,Carol Davis,0,shipped
ORD-000651,CUST-0050,Hard Drive 1TB,Computers,7,82.52,577.64,0.199,462.69,2024-11-08,Asia Pacific,Jack Anderson,0,pending
ORD-000652,CUST-0251,Graphics Card,Computers,5,1005.15,5025.75,0.161,4216.6,2024-07-24,Latin America,Frank Miller,0,pending
ORD-000653,CUST-0069,Hard Drive 1TB,Gaming,2,1383.14,2766.28,0.156,2334.74,2024-02-29,Europe,Alice Johnson,0,processing
ORD-000654,CUST-0206,Processor Intel,Accessories,3,1221.49,3664.47,0.123,3213.74,2024-09-23,Asia Pacific,Jack Anderson,1,processing
ORD-000655,CUST-0429,"Laptop Pro 15""",Audio,9,822.78,7405.02,0.175,6109.14,2024-05-15,North America,Bob Smith,1,delivered
ORD-000656,CUST-0234,Keyboard Mechanical,Gaming,7,1234.75,8643.25,0.197,6940.53,2024-09-13,North America,Frank Miller,0,delivered
ORD-000657,CUST-0344,Processor Intel,Computers,7,770.07,5390.49,0.122,4732.85,2024-05-31,North America,David Wilson,0,processing
ORD-000658,CUST-0184,"Laptop Pro 15""",Computers,7,1348.85,9441.95,0.166,7874.59,2024-03-27,Asia Pacific,Bob Smith,0,delivered
ORD-000659,CUST-0270,"Laptop Pro 15""",Audio,1,1747.51,1747.51,0.163,1462.67,2024-03-28,North America,Eve Brown,0,processing
ORD-000660,CUST-0338,Smartphone X,Electronics,9,319.48,2875.32,0.152,2438.27,2024-03-04,North America,Alice Johnson,1,delivered
ORD-000661,CUST-0269,Hard Drive 1TB,Audio,6,1891.07,11346.42,0.002,11323.73,2024-10-12,Asia Pacific,Eve Brown,0,delivered
ORD-000662,CUST-0414,Smartphone X,Accessories,6,1089.77,6538.62,0.174,5400.9,2024-08-18,North America,Alice Johnson,1,processing
ORD-000663,CUST-0236,Tablet Ultra,Computers,2,949.53,1899.06,0.143,1627.49,2024-07-24,Asia Pacific,Bob Smith,0,cancelled
ORD-000664,CUST-0255,Smartphone X,Gaming,2,1176.16,2352.32,0.157,1983.01,2024-01-30,Asia Pacific,Jack Anderson,0,pending
ORD-000665,CUST-0282,Wireless Headphones,Accessories,9,1352.63,12173.67,0.134,10542.4,2024-01-01,Middle East,Henry Taylor,0,cancelled
ORD-000666,CUST-0091,Router WiFi,Accessories,10,72.02,720.2,0.091,654.66,2024-08-07,Europe,Bob Smith,0,delivered
ORD-000667,CUST-0005,Monitor 4K,Electronics,5,1355.31,6776.55,0.014,6681.68,2024-04-06,Latin America,Bob Smith,1,cancelled
ORD-000668,CUST-0380,Tablet Ultra,Gaming,4,1875.53,7502.12,0.01,7427.1,2024-04-01,Latin America,Frank Miller,1,delivered
ORD-000669,CUST-0099,Wireless Headphones,Audio,8,52.11,416.88,0.058,392.7,2024-05-18,North America,Eve Brown,1,processing
ORD-000670,CUST-0478,Keyboard Mechanical,Computers,8,219.84,1758.72,0.068,1639.13,2024-07-22,Europe,Carol Davis,1,processing
ORD-000671,CUST-0019,SSD 500GB,Gaming,7,664.26,4649.82,0.096,4203.44,2024-04-24,North America,Bob Smith,0,cancelled
ORD-000672,CUST-0041,Router WiFi,Accessories,10,662.95,6629.5,0.062,6218.47,2024-10-17,Europe,David Wilson,1,shipped
ORD-000673,CUST-0141,Speaker Bluetooth,Audio,4,1529.55,6118.2,0.121,5377.9,2024-09-18,Latin America,Henry Taylor,0,pending
ORD-000674,CUST-0039,Hard Drive 1TB,Gaming,6,1240.76,7444.56,0.053,7050.0,2024-03-09,Asia Pacific,Carol Davis,1,processing
ORD-000675,CUST-0339,Wireless Headphones,Accessories,9,1798.02,16182.18,0.125,14159.41,2024-02-03,Asia Pacific,David Wilson,1,processing
ORD-000676,CUST-0263,Keyboard Mechanical,Audio,3,1324.58,3973.74,0.008,3941.95,2024-04-19,Europe,Grace Chen,1,processing
ORD-000677,CUST-0162,Smartphone X,Gaming,9,389.11,3501.99,0.023,3421.44,2024-05-19,Middle East,Frank Miller,1,cancelled
ORD-000678,CUST-0119,Smartphone X,Computers,4,418.39,1673.56,0.125,1464.37,2024-04-14,Latin America,Ivy Wang,0,processing
ORD-000679,CUST-0105,Smartphone X,Audio,6,161.86,971.16,0.112,862.39,2024-10-15,Asia Pacific,Frank Miller,0,pending
ORD-000680,CUST-0152,Keyboard Mechanical,Audio,6,1691.05,10146.3,0.103,9101.23,2024-10-05,Europe,Carol Davis,0,shipped
ORD-000681,CUST-0130,Speaker Bluetooth,Computers,4,406.67,1626.68,0.076,1503.05,2024-12-20,Middle East,Henry Taylor,0,pending
ORD-000682,CUST-0354,Tablet Ultra,Accessories,9,775.68,6981.12,0.144,5975.84,2024-12-09,Europe,Frank Miller,0,pending
ORD-000683,CUST-0413,Gaming Mouse,Electronics,10,1317.6,13176.0,0.069,12266.86,2024-06-05,Asia Pacific,Carol Davis,0,pending
ORD-000684,CUST-0455,SSD 500GB,Gaming,10,1749.45,17494.5,0.023,17092.13,2024-12-16,Middle East,Ivy Wang,1,delivered
ORD-000685,CUST-0041,Gaming Mouse,Audio,5,989.84,4949.2,0.014,4879.91,2024-08-28,Asia Pacific,Ivy Wang,0,delivered
ORD-000686,CUST-0222,Processor Intel,Accessories,3,1541.47,4624.41,0.171,3833.64,2024-02-08,Latin America,Bob Smith,0,shipped
ORD-000687,CUST-0320,SSD 500GB,Computers,3,952.01,2856.03,0.098,2576.14,2024-09-12,Europe,Carol Davis,1,cancelled
ORD-000688,CUST-0175,Webcam HD,Computers,4,1767.79,7071.16,0.116,6250.91,2024-01-01,Middle East,David Wilson,0,delivered
ORD-000689,CUST-0175,Monitor 4K,Gaming,2,389.51,779.02,0.18,638.8,2024-03-18,North America,David Wilson,1,cancelled
ORD-000690,CUST-0173,Keyboard Mechanical,Gaming,10,1075.45,10754.5,0.158,9055.29,2024-05-03,North America,Jack Anderson,0,cancelled
ORD-000691,CUST-0094,Monitor 4K,Audio,2,120.11,240.22,0.178,197.46,2024-11-13,Latin America,Carol Davis,1,cancelled
ORD-000692,CUST-0421,Webcam HD,Electronics,3,1869.7,5609.1,0.037,5401.56,2024-06-23,North America,Ivy Wang,1,delivered
ORD-000693,CUST-0411,Smartphone X,Computers,5,838.35,4191.75,0.126,3663.59,2024-10-21,North America,Bob Smith,0,shipped
ORD-000694,CUST-0222,Graphics Card,Accessories,8,332.37,2658.96,0.071,2470.17,2024-05-14,Europe,Bob Smith,1,cancelled
ORD-000695,CUST-0361,Smart Watch,Gaming,8,1367.44,10939.52,0.035,10556.64,2024-08-07,Latin America,Ivy Wang,1,shipped
ORD-000696,CUST-0476,Gaming Mouse,Accessories,6,1118.58,6711.48,0.105,6006.77,2024-11-11,Europe,Eve Brown,1,cancelled
ORD-000697,CUST-0297,Hard Drive 1TB,Accessories,9,1628.17,14653.53,0.093,13290.75,2024-12-25,Asia Pacific,David Wilson,1,shipped
ORD-000698,CUST-0460,Monitor 4K,Audio,4,90.45,361.8,0.104,324.17,2024-06-28,Middle East,Carol Davis,0,processing
ORD-000699,CUST-0023,SSD 500GB,Gaming,5,1798.56,8992.8,0.119,7922.66,2024-11-19,Asia Pacific,Bob Smith,1,cancelled
ORD-000700,CUST-0104,Wireless Headphones,Gaming,10,40.82,408.2,0.072,378.81,2024-06-02,Latin America,Jack Anderson,0,cancelled
ORD-000701,CUST-0429,Gaming Mouse,Computers,9,1507.12,13564.08,0.129,11814.31,2024-10-02,Asia Pacific,David Wilson,0,shipped
ORD-000702,CUST-0075,Processor Intel,Computers,5,202.99,1014.95,0.168,844.44,2024-02-20,North America,Frank Miller,0,pending
ORD-000703,CUST-0364,Smartphone X,Electronics,7,530.14,3710.98,0.186,3020.74,2024-07-25,Latin America,Bob Smith,1,shipped
ORD-000704,CUST-0320,Router WiFi,Gaming,4,434.37,1737.48,0.029,1687.09,2024-05-05,Asia Pacific,Ivy Wang,1,cancelled
ORD-000705,CUST-0428,Graphics Card,Audio,8,1628.65,13029.2,0.184,10631.83,2024-08-27,Latin America,Alice Johnson,1,delivered
ORD-000706,CUST-0219,Processor Intel,Audio,4,956.52,3826.08,0.061,3592.69,2024-04-04,Asia Pacific,Bob Smith,1,delivered
ORD-000707,CUST-0439,Keyboard Mechanical,Gaming,1,261.91,261.91,0.131,227.6,2024-01-29,Europe,Bob Smith,0,processing
ORD-000708,CUST-0446,Webcam HD,Computers,1,1214.63,1214.63,0.111,1079.81,2024-12-25,North America,Frank Miller,0,shipped
ORD-000709,CUST-0211,Webcam HD,Electronics,1,1021.06,1021.06,0.082,937.33,2024-07-26,Asia Pacific,Ivy Wang,0,processing
ORD-000710,CUST-0411,Graphics Card,Accessories,9,813.19,7318.71,0.096,6616.11,2024-07-31,North America,Carol Davis,1,cancelled
ORD-000711,CUST-0021,Gaming Mouse,Audio,7,1245.01,8715.07,0.11,7756.41,2024-09-10,Latin America,Alice Johnson,1,pending
ORD-000712,CUST-0349,Tablet Ultra,Computers,2,1421.15,2842.3,0.028,2762.72,2024-02-19,Europe,Frank Miller,0,delivered
ORD-000713,CUST-0252,Smart Watch,Accessories,10,412.84,4128.4,0.156,3484.37,2024-03-16,Asia Pacific,Alice Johnson,0,processing
ORD-000714,CUST-0022,Router WiFi,Audio,4,1619.01,6476.04,0.1,5828.44,2024-10-04,Asia Pacific,Henry Taylor,0,shipped
ORD-000715,CUST-0383,"Laptop Pro 15""",Electronics,8,1295.22,10361.76,0.019,10164.89,2024-01-10,Latin America,Ivy Wang,0,pending
ORD-000716,CUST-0014,Monitor 4K,Computers,1,1853.2,1853.2,0.2,1482.56,2024-01-08,Asia Pacific,Frank Miller,1,pending
ORD-000717,CUST-0497,Webcam HD,Gaming,6,120.26,721.56,0.102,647.96,2024-05-14,Asia Pacific,Alice Johnson,0,processing
ORD-000718,CUST-0358,"Laptop Pro 15""",Gaming,5,1207.56,6037.8,0.168,5023.45,2024-04-27,North America,Grace Chen,1,processing
ORD-000719,CUST-0280,Hard Drive 1TB,Gaming,8,863.03,6904.24,0.06,6489.99,2024-12-17,Europe,Eve Brown,0,delivered
ORD-000720,CUST-0260,Tablet Ultra,Audio,7,1955.55,13688.85,0.004,13634.09,2024-09-19,Europe,Frank Miller,0,pending
ORD-000721,CUST-0103,Tablet Ultra,Electronics,7,679.41,4755.87,0.015,4684.53,2024-05-12,Asia Pacific,Frank Miller,0,shipped
ORD-000722,CUST-0081,Gaming Mouse,Gaming,3,1289.22,3867.66,0.172,3202.42,2024-11-26,Middle East,Carol Davis,1,delivered
ORD-000723,CUST-0363,Speaker Bluetooth,Gaming,1,1892.86,1892.86,0.153,1603.25,2024-08-02,Middle East,Ivy Wang,0,shipped
ORD-000724,CUST-0117,Hard Drive 1TB,Electronics,7,1414.03,9898.21,0.129,8621.34,2024-12-07,North America,Henry Taylor,0,pending
ORD-000725,CUST-0240,Webcam HD,Computers,3,1036.02,3108.06,0.027,3024.14,2024-02-24,Latin America,Frank Miller,0,shipped
ORD-000726,CUST-0155,Processor Intel,Electronics,7,82.96,580.72,0.017,570.85,2024-12-09,North America,Ivy Wang,0,pending
ORD-000727,CUST-0381,Hard Drive 1TB,Electronics,1,859.66,859.66,0.014,847.62,2024-03-19,Middle East,Carol Davis,1,cancelled
ORD-000728,CUST-0094,Graphics Card,Gaming,5,1998.32,9991.6,0.154,8452.89,2024-08-14,Middle East,David Wilson,1,processing
ORD-000729,CUST-0344,Gaming Mouse,Computers,6,273.87,1643.22,0.166,1370.45,2024-10-20,Europe,Henry Taylor,1,pending
ORD-000730,CUST-0444,Monitor 4K,Accessories,4,985.37,3941.48,0.049,3748.35,2024-11-03,Middle East,Ivy Wang,0,delivered
ORD-000731,CUST-0250,Graphics Card,Accessories,10,954.57,9545.7,0.062,8953.87,2024-11-05,Latin America,Jack Anderson,1,cancelled
ORD-000732,CUST-0260,SSD 500GB,Computers,7,1301.3,9109.1,0.197,7314.61,2024-04-17,Middle East,David Wilson,1,pending
ORD-000733,CUST-0064,Wireless Headphones,Audio,10,76.52,765.2,0.113,678.73,2024-05-09,Asia Pacific,Frank Miller,0,cancelled
ORD-000734,CUST-0282,Monitor 4K,Gaming,2,817.64,1635.28,0.184,1334.39,2024-09-10,Asia Pacific,Carol Davis,0,pending
ORD-000735,CUST-0134,Smart Watch,Computers,6,802.25,4813.5,0.071,4471.74,2024-05-05,North America,Ivy Wang,1,pending
ORD-000736,CUST-0462,Smartphone X,Accessories,1,1352.44,1352.44,0.046,1290.23,2024-09-15,Middle East,Bob Smith,0,processing
ORD-000737,CUST-0319,Keyboard Mechanical,Audio,8,1169.84,9358.72,0.038,9003.09,2024-07-04,Asia Pacific,Bob Smith,0,delivered
ORD-000738,CUST-0026,Monitor 4K,Audio,10,894.05,8940.5,0.199,7161.34,2024-04-01,North America,Frank Miller,1,delivered
ORD-000739,CUST-0419,Webcam HD,Electronics,7,1252.79,8769.53,0.054,8295.98,2024-01-31,Asia Pacific,Alice Johnson,0,pending
ORD-000740,CUST-0352,Monitor 4K,Gaming,7,446.68,3126.76,0.146,2670.25,2024-04-14,Middle East,David Wilson,0,shipped
ORD-000741,CUST-0435,Smartphone X,Computers,7,1917.77,13424.39,0.149,11424.16,2024-06-11,Latin America,Grace Chen,1,pending
ORD-000742,CUST-0029,Smart Watch,Computers,3,1587.04,4761.12,0.169,3956.49,2024-01-22,Asia Pacific,Grace Chen,1,shipped
ORD-000743,CUST-0293,Smart Watch,Gaming,2,1177.13,2354.26,0.082,2161.21,2024-08-20,Asia Pacific,Jack Anderson,0,delivered
ORD-000744,CUST-0040,Tablet Ultra,Electronics,4,279.17,1116.68,0.17,926.84,2024-03-06,Asia Pacific,Grace Chen,0,pending
ORD-000745,CUST-0477,SSD 500GB,Gaming,9,53.79,484.11,0.187,393.58,2024-01-21,Asia Pacific,David Wilson,0,delivered
ORD-000746,CUST-0031,Tablet Ultra,Gaming,8,1579.12,12632.96,0.021,12367.67,2024-04-25,Asia Pacific,Henry Taylor,0,cancelled
ORD-000747,CUST-0150,SSD 500GB,Computers,3,1150.43,3451.29,0.182,2823.16,2024-09-18,Asia Pacific,Ivy Wang,1,pending
ORD-000748,CUST-0129,Graphics Card,Accessories,2,1535.66,3071.32,0.116,2715.05,2024-01-29,North America,Bob Smith,0,shipped
ORD-000749,CUST-0117,Processor Intel,Gaming,3,72.2,216.6,0.028,210.54,2024-05-05,Middle East,Ivy Wang,1,delivered
ORD-000750,CUST-0224,Webcam HD,Electronics,2,366.41,732.82,0.108,653.68,2024-02-11,North America,Carol Davis,0,processing
ORD-000751,CUST-0487,Smart Watch,Audio,2,1367.19,2734.38,0.118,2411.72,2024-09-10,Asia Pacific,Alice Johnson,0,cancelled
ORD-000752,CUST-0202,Smart Watch,Audio,5,553.21,2766.05,0.017,2719.03,2024-04-14,Latin America,Alice Johnson,1,pending
ORD-000753,CUST-0095,SSD 500GB,Audio,1,1172.07,1172.07,0.123,1027.91,2024-12-05,Middle East,Eve Brown,1,shipped
ORD-000754,CUST-0251,Smartphone X,Accessories,9,1228.08,11052.72,0.013,10909.03,2024-05-21,Middle East,Bob Smith,0,delivered
ORD-000755,CUST-0240,Processor Intel,Gaming,1,456.87,456.87,0.026,444.99,2024-04-01,Latin America,Eve Brown,1,delivered
ORD-000756,CUST-0401,Monitor 4K,Electronics,5,1923.08,9615.4,0.098,8673.09,2024-09-08,Middle East,Jack Anderson,0,processing
ORD-000757,CUST-0366,Webcam HD,Gaming,8,360.53,2884.24,0.101,2592.93,2024-12-18,Latin America,Alice Johnson,0,delivered
ORD-000758,CUST-0215,Monitor 4K,Gaming,1,437.24,437.24,0.012,431.99,2024-11-29,Latin America,Eve Brown,1,cancelled
ORD-000759,CUST-0201,Graphics Card,Accessories,9,1000.96,9008.64,0.196,7242.95,2024-12-23,Asia Pacific,Bob Smith,0,delivered
ORD-000760,CUST-0004,SSD 500GB,Accessories,1,1266.3,1266.3,0.142,1086.49,2024-04-21,Asia Pacific,Jack Anderson,1,processing
ORD-000761,CUST-0433,Hard Drive 1TB,Electronics,2,1729.76,3459.52,0.028,3362.65,2024-02-21,Latin America,Ivy Wang,0,cancelled
ORD-000762,CUST-0430,Keyboard Mechanical,Gaming,10,1848.12,18481.2,0.143,15838.39,2024-10-17,Europe,Alice Johnson,1,pending
ORD-000763,CUST-0047,Smartphone X,Audio,3,90.46,271.38,0.12,238.81,2024-08-22,North America,Ivy Wang,0,processing
ORD-000764,CUST-0470,Hard Drive 1TB,Accessories,9,998.06,8982.54,0.143,7698.04,2024-04-17,Latin America,Carol Davis,1,shipped
ORD-000765,CUST-0338,Speaker Bluetooth,Accessories,1,1653.42,1653.42,0.114,1464.93,2024-03-28,Europe,Eve Brown,0,pending
ORD-000766,CUST-0273,Hard Drive 1TB,Gaming,7,1794.61,12562.27,0.068,11708.04,2024-12-31,Europe,Bob Smith,1,shipped
